,Size,Society,Location,total_sqft,Available by,Age(in yrs),Status,Price(In Lakhs)
16873,3,Bhandari Aura,Balewadi,1450, May 2026,0,New,116
16874,3,BU Bhandari Chrrysalis,Wagholi,1900,Ready To Move,10,Resale,150
16875,2,Jhamtani Ace Aurum,Ravet,378,Ready To Move,2,Resale,48.59
16876,2,Siddhesh Optimus,Viman Nagar,1200,Ready To Move,3,Resale,88
16877,1,Tirupati Nakshatra,Nere,550, Dec 2026,0,New,24
16878,1,Saideep Appartment PurnaNagar Chichwad Pune,Purna Nagar Chikhali CDC,654, May 2030,0,New,40
16879,1,Jairaj Aaradhyam Phase III,Kondhwa,541, Nov 2023,0,New,30.5
16880,2,Kumar Primrose,Kharadi,1100, Nov 2023,0,New,88
16881,2,Nanded Mangal Bhairav,Nanded,972,Ready To Move,2,Resale,69
16882,3,Lodha Kharadi Pune Phase II Tower 7,Wagholi,1450, Apr 2027,0,New,152
16883,2,Krushnai Impirio,Ravet,1022, Dec 2025,0,New,52
16884,2,Vilas Yashone Hinjawadi Phase 1,Hinjewadi,1000,Ready To Move,2,Resale,60
16885,3,ABIL Imperial Atria,Baner,1504,Ready To Move,7,Resale,200
16886,4,Sarthak Towers,Sangamvadi,2500, Apr 2025,0,New,300
16887,2,VTP HiLife,Wakad,967,Ready To Move,2,Resale,78
16888,1,Rohan Abhilasha Building E,Wagholi,455, Feb 2024,0,New,26.71
16889,3,Enerrgia Skyi Iris,Bavdhan,1527, Aug 2025,0,New,113
16890,1,Rohan Abhilasha Building E,Wagholi,502, Feb 2024,0,New,29.47
16891,2,Jhala Manjri Green Woods,Manjari,980,Ready To Move,5,Resale,67
16892,3,Welworth Purnam,Hinjewadi,1013, Dec 2025,0,New,65
16893,1,Kohinoor Abhimaan Homes,Gahunje,600,Ready To Move,3,Resale,24
16894,2,Duville Riverdale Heights,Kharadi,732, Jan 2021,0,New,79.07
16895,2,Laxmi Ivana,Wakad,1060,Ready To Move,6,Resale,73
16896,2,Guardian Hill Shire,Wagholi,920, May 2023,0,New,45
16897,2,Sukhwani Scarlet,Wagholi,1010, Sep 2026,0,New,44
16898,2,Govind Life Ville,Pimple Saudagar,816,Ready To Move,4,Resale,92
16899,2,Yash Kshitij Residency,Kothrud,1064, Mar 2025,0,New,118
16900,2,Jalan Aura County Signature,Wagholi,1000,Ready To Move,2,Resale,48
16901,3,Yashada Jubilee Hills,Baner,1420, Nov 2026,0,New,259
16902,2,Vilas Yashone Infinitee,Punawale,660, Nov 2025,0,New,54.99
16903,4,Prakash Gateway,Bhosari,1516,Ready To Move,4,Resale,120
16904,3,Rohan Abhilasha,Wadgaon Sheri,2000, Jun 2027,0,New,190
16905,2,Kolte Patil IVY Estate,Wagholi,851,Ready To Move,2,Resale,39.56
16906,2,Rama Metro Life Optima Residences,Tathawade,516, Aug 2025,0,New,63.08
16907,3,Unique K Pune,Bavdhan,1506, Aug 2027,0,New,115
16908,1,Reputed Builder Mahesh Society,Bibwewadi,600, Dec 2024,0,New,40
16909,3,Darode Shriniwas Zelam,Karve Nagar,1400,Ready To Move,6,Resale,225
16910,2,Ishwar River Residency,Moshi,820,Ready To Move,6,Resale,48.5
16911,2,Anand Shanti Elixir,Mundhwa,1017,Ready To Move,4,Resale,52.81
16912,2,Five Star ANP Memento,Wakad,801, Mar 2026,0,New,64.55
16913,2,Uday Hilltop Residency,Ravet,1068,Ready To Move,7,Resale,60.88
16914,2,Srushti Sun Srushti Greens,Ravet,1260,Ready To Move,3,Resale,65
16915,2,Krishna Amarillo,Hinjewadi,940, Dec 2026,0,New,60.98
16916,2,Onyx Gagan Avencia,Kharadi,980,Ready To Move,2,Resale,74
16917,2,Unique Legacy Majestic,Mundhwa,628, Sep 2023,0,New,58.71
16918,2,Bramha Exuberance,Kondhwa,1150, Aug 2023,0,New,91
16919,2,Karan Regency,Kothrud,1150,Ready To Move,14,Resale,125
16920,2,Alcon Renaissant,Kharadi,1080,Ready To Move,7,Resale,83
16921,3,Kolte Patil Stargaze,Balewadi,1552, May 2024,0,New,132
16922,3,Imperial Gold,Kothrud,1350, Nov 2027,0,New,150
16923,2,Garve Development Garve Springs,Pimple Gurav,1006, Apr 2026,0,New,80
16924,3,Dream Metropark County,Balewadi,1400, Feb 2025,0,New,125
16925,3,Om Utopia,Ghorpadi,2960, Dec 2027,0,New,400
16926,3,RGS Forte,Wakad,1000, Mar 2027,0,New,91
16927,1,Rohan Abhilasha,Hinjawadi Village,586,Ready To Move,2,Resale,42.51
16928,4,Yash Oakwood Hills,Hinjawadi Village,2152,Ready To Move,5,Resale,36
16929,4,Kolte Patil 24K Stargaze,Bavdhan,2323, Aug 2022,0,New,165
16930,2,Vedant Kingston Serene,Undri,1015, Aug 2025,0,New,40
16931,3,Rainbow Pebbles,Bavdhan,1370, Dec 2025,0,New,132
16932,3,Bhandari 43 Privet Drive C Building,Balewadi,1362, May 2023,0,New,212
16933,2,Omega Paradise,Wakad,1015, May 2025,0,New,67
16934,2,Goel Ganga Ganga Amber,Tathawade,800, Oct 2023,0,New,73
16935,2,Naiknavare Avon Vista Phase 1 And Phase 2,Balewadi,1050,Ready To Move,1,Resale,90
16936,2,Gini Vivante Phase 01,Chinchwad Station Road,825,Ready To Move,3,Resale,56
16937,2,Pristine Neo City,Wagholi,963, Mar 2028,0,New,40
16938,2,Bhaktamar Residency,Wadgaon Sheri,1075,Ready To Move,2,Resale,70.8
16939,2,AV Whistling Winds,Anthon Nagar,911, May 2025,0,New,45
16940,1,Yashcon Neon,Viman Nagar,600,Ready To Move,1,Resale,44
16941,1,Kolte Patil Life Republic,Hinjewadi,612,Ready To Move,6,Resale,33.5
16942,2,Yashodhan Dwarika Nagari,Dhankawadi Police Station Road,850,Ready To Move,5,Resale,39
16943,2,Sai Lamelosa,Wakad,1014, Dec 2025,0,New,68
16944,2,Shree Sonigara Vivanta,Tathawade,1035, Dec 2027,0,New,56.89
16945,3,Amit Bloomfield Villas,Wanwadi,1800,Ready To Move,3,Resale,211
16946,2,Mahalaxmi Zen Estate,Kharadi,1200,Ready To Move,2,Resale,86
16947,2,Yash Ravi Park,Hadapsar,900, May 2022,0,New,39
16948,3,VTP Extraordinaire,Kharadi,1230, Dec 2028,0,New,133
16949,2,Legacy Liva,Tathawade,990,Ready To Move,2,Resale,48
16950,2,Pragati Serene,NIBM Annex Mohammadwadi,917, Aug 2023,0,New,44.55
16951,3,Vijaydeep Deccan Gold,Kharadi,1800, Nov 2025,0,New,125
16952,2,Pristine Equilife Homes Phase III,Mahalunge,981, Dec 2023,0,New,57.77
16953,3,Majestique Marbella Phase 1,Kharadi,1450, Dec 2025,0,New,139
16954,2,Sancheti Eves Garden,Mundhwa,1054,Ready To Move,2,Resale,59.99
16955,3,Pristine Allure Part 1,Phase 3,1110,Ready To Move,2,Resale,75
16956,2,Gini Belvista,Baner,532, Jun 2024,0,New,51.5
16957,3,Mahindra Antheia,Pimpri,1245, Nov 2021,0,New,124
16958,3,Mahindra Antheia,Pimpri,1431,Ready To Move,7,Resale,116
16959,2,Kalpataru Harmony,Wakad,1037, Dec 2027,0,New,50
16960,3,Reputed Builder Megapolis Sunway,Hinjewadi,1250,Ready To Move,2,Resale,69.5
16961,2,J N Adiamville,Tathawade,903, Dec 2024,0,New,49.57
16962,2,Pharande Puneville,Tathawade,713, Dec 2021,0,New,65.99
16963,2,Rama Metro Life Optima Residences,Tathawade,532, Jul 2024,0,New,66.26
16964,1,Gini Viviana,Baner,607,Ready To Move,1,Resale,45
16965,2,Suyog Space Phase I,Wakad,1093, Apr 2024,0,New,55.5
16966,1,CK Shanaya Elegance,Bhukum,636, Jun 2023,0,New,35
16967,2,Prathamesh Excellencia,Tathawade,993,Ready To Move,2,Resale,43.99
16968,2,Raviraj Aureate,Pimple Saudagar,1135, Nov 2026,0,New,102
16969,2,Kolte Patil Life Republic Sector R 17 B 17 B Avenue Nora,Hinjewadi,2131,Ready To Move,2,Resale,113
16970,1,Godrej Infinity,Mundhwa,620, May 2028,0,New,46
16971,2,Royal Velstand Phase 2 Formerly Kul Scapes,Kharadi,1200,Ready To Move,0,Resale,130
16972,5,Panchshil Township,Kharadi,5800, Sep 2027,0,New,900
16973,2,DNV Elvira B,Tathawade,509, Nov 2022,0,New,37.77
16974,1,Agarwal Ganga Residency,Hadapsar,635, Aug 2023,0,New,45
16975,2,Rainbow Pebbles,Bavdhan,800, Nov 2026,0,New,85
16976,2,Sukhwani Hermosa Casa,Tungarli,3000,Ready To Move,4,Resale,105
16977,3,Swaraj Homes Vinayak Aangan Golande Estate Phase 1,Chinchwad,1260, Dec 2025,0,New,92
16978,2,Sukhwani Coloronic,Ravet,985,Ready To Move,6,Resale,59.5
16979,4,Goel Ganga Legend Building B6,Bavdhan,1500, Nov 2026,0,New,140
16980,2,Magarpatta Grevillea,Hadapsar,1100, May 2023,0,New,80
16981,2,Legacy Square,Wakad,1000,Ready To Move,8,Resale,75
16982,2,VTP Euphoria,Manjari,627, Dec 2026,0,New,57
16983,2,Amit Bloomfield Apartment,Ambegaon Budruk,1250, Sep 2025,0,New,73
16984,3,Unique K Shire Wing A B C D,Punawale,1163, Jun 2027,0,New,91
16985,1,Venketeshwara Vasant Kamal Vihar,Warje,680, Oct 2026,0,New,42
16986,2,Saheel Itrend Homes Phase I,Hinjewadi,426,Ready To Move,1,Resale,50.48
16987,3,Pegasus Megapolis Sangria Towers,Hinjewadi,1350, Aug 2024,0,New,80
16988,1,Mantri Market,Hadapsar,740, May 2022,0,New,38
16989,2,Sukhwani Coloronic,Ravet,1000, Nov 2023,0,New,55
16990,1,Sentosa Ekam,Punawale,700, Dec 2025,0,New,36.52
16991,2,Kolte Patil Life Republic Sector R1 1st Avenue,Hinjewadi,612, May 2027,0,New,69.12
16992,1,Jairaj Aaradhyam Phase III,Kondhwa,541,Ready To Move,1,Resale,28.2
16993,1,Jupiter Aayush Park,Talegaon Dabhade,739, Aug 2024,0,New,21
16994,3,Duville Riverdale Residences I,Kharadi,1203, Jun 2026,0,New,160
16995,3,Ganesh Shivaji Doundkar Ganesh Heights,Mamurdi,1200, Feb 2024,0,New,75.1
16996,2,Prithvi Proximus,Hadapsar,562, Dec 2023,0,New,70.11
16997,3,Yash Twin Tower,Baner,1600, Dec 2025,0,New,172
16998,2,Bramha Bramha The Collection,Kharadi,921, Dec 2026,0,New,50.42
16999,3,Mantra Codename Wonderland,Mundhwa,1130, Dec 2026,0,New,72
17000,3,Anand Shanti Elixir,Mundhwa,1106,Ready To Move,3,Resale,54.7
17001,3,Goel Ganga Hill Mist Harmony,Kondhwa,1500, May 2027,0,New,78
17002,2,Bramha Skycity,Dhanori,1296, Jun 2025,0,New,62
17003,1,Green County Phase 2,Fursungi,660,Ready To Move,1,Resale,34
17004,1,Reputed Builder Megapolis Sunway,Hinjewadi,1250, Jul 2025,0,New,63
17005,2,Pride World City,Lohegaon,1010, May 2023,0,New,58
17006,1,Roshan Milestone Wing A,Tathawade,470, Dec 2026,0,New,36.99
17007,2,Kumar Priyadarshan,Pashan,1050, May 2027,0,New,79
17008,1,Mantri Kinara,Mundhwa,601, May 2025,0,New,48
17009,2,Shree Sentosa Pride,Tathawade,1000, May 2024,0,New,58
17010,2,Kumar Palmcrest,Undri,1050, Nov 2025,0,New,40
17011,2,Yashodhan Devayani Residency,Bibwewadi,1060,Ready To Move,3,Resale,68
17012,2,Abhinav Pebbles II,Wakad,1390, Dec 2023,0,New,55
17013,3,Akshar Elementa,Kothrud,1781,Ready To Move,3,Resale,190
17014,2,Pegasus Megapolis Mystic Phase 2,Hinjewadi,653, Feb 2025,0,New,69.66
17015,2,Anandtara Akansha Phase 2,Lohegaon,946, May 2023,0,New,41
17016,3,Pharande Puneville,Tathawade,1167, Aug 2024,0,New,108
17017,1,Shivkrupa Prestige,Dhayari,605, Dec 2022,0,New,28.34
17018,2,Tamboli Olive One,Kondhwa,1022,Ready To Move,2,Resale,55
17019,2,Pate Skyi Star City Phase I,Dhayari,1000,Ready To Move,2,Resale,50
17020,4,Kalpataru Jade Residences,Baner,2362, Nov 2024,0,New,290
17021,3,Supreme Estia,Baner,2160, Dec 2025,0,New,165
17022,4,Pharande Puneville,Tathawade,2650,Ready To Move,5,Resale,165
17023,2,Vardhaman Moonstone,Tathawade,930,Ready To Move,2,Resale,53.28
17024,3,Mahalaxmi Zen Elite,Kharadi,1100, Nov 2026,0,New,100
17025,3,Joyville Hadapsar Sky Luxe,Shewalewadi,1900, Dec 2026,0,New,150
17026,2,Unique K Ville,Ravet,830, Apr 2023,0,New,61.23
17027,3,Mantra Monarch Phase 1,Balewadi,873, Nov 2025,0,New,76.51
17028,1,NSG The Royal Mirage,Wakad,675, Apr 2023,0,New,48
17029,1,VTP Urban Nest Phase 1,Undri,551,Ready To Move,2,Resale,45.83
17030,3,Goel Ganga Nakshatra,Pune Satara Road,1650, Apr 2022,0,New,145
17031,1,Amanora Aspire Towers,Dhayari Phata,1050,Ready To Move,1,Resale,43
17032,2,Rajmata Trinity Greens,Wakad,1061, Dec 2024,0,New,71.39
17033,2,Estado Presidential,Marunji,773, Oct 2025,0,New,32.9
17034,3,Abhinav Pebbles II,Bavdhan,1008, Dec 2024,0,New,90
17035,3,Ashiana Ashiana Malhar,Hinjewadi,1322, Oct 2026,0,New,90
17036,2,Gini Belvista Phase II,Dhanori,1010, Jun 2024,0,New,55
17037,2,Rohan Nilay,Aundh,1100,Ready To Move,15,Resale,105
17038,2,Anand Rise Alta,Tathawade,915, Dec 2025,0,New,59.26
17039,2,Swaraj Homes Saudamini CHS,Kothrud,890,Ready To Move,2,Resale,79.99
17040,2,Rohan Silver Gracia,Ravet,978, May 2023,0,New,52.78
17041,2,Pride Pride Platinum,Baner,963,Ready To Move,2,Resale,75
17042,2,Ravima Newton Homes,Tathawade,1032,Ready To Move,2,Resale,59.27
17043,2,Majestique Signature Towers,Balewadi,1180, Dec 2028,0,New,110
17044,2,Dagde Tirumala Heights,Ravet,828,Ready To Move,2,Resale,42.37
17045,2,GK Developer Dwarka Sun Crest Phase 1,Rahatani,960, Dec 2028,0,New,72
17046,1,Godrej Wood Park,Mamurdi,2691, Jun 2024,0,New,111
17047,3,Kalpataru Crescendo,Wakad,1325, Aug 2024,0,New,97.5
17048,1,Nisarg Siddhi Nisarg,Thergaon,612, Dec 2021,0,New,25
17049,2,Bhandari 7 Plumeria Drive Phase 1,Tathawade,673, Nov 2024,0,New,85.49
17050,4,Saikrushna Midori Tower,Mamurdi,2460, Dec 2024,0,New,100
17051,2,Oxy Eterno,Dhanori,536, Dec 2023,0,New,56.99
17052,2,Forest Trails Pebbles,Pimple Saudagar,937, Dec 2023,0,New,75
17053,2,Pride World City,Lohegaon,1060,Ready To Move,5,Resale,63
17054,2,Jhamtani Ace Abode Wing A,Ravet,930, Dec 2025,0,New,41.37
17055,2,N B Bhalchandra Akashvan,Wakad,960, Mar 2025,0,New,72
17056,2,Lodha Belmondo,Gahunje,1300,Ready To Move,5,Resale,87
17057,1,Magarpatta Annex,Hadapsar,650, Nov 2022,0,New,63
17058,2,Godrej Serene,Mamurdi,900, Jun 2027,0,New,81
17059,2,Goel Ganga Newtown Phase I,Dhanori,1285, Nov 2023,0,New,57.82
17060,2,Yashada Yashada Windsong,Ravet,862, Nov 2026,0,New,85.95
17061,4,Panchshil Yoo Pune,Hadapsar,5700,Ready To Move,7,Resale,800
17062,4,Kasturi The Balmoral Estate,Baner,3600, Jun 2025,0,New,432
17063,2,TCG Aryabhatta,Parvati Darshan,1000,Ready To Move,16,Resale,95
17064,2,Reputed Builder Blue Ridge Tower B6,Hinjewadi,1000,Ready To Move,2,Resale,60.38
17065,2,Kolte Patil IVY Estate,Kondhwa,1350, May 2022,0,New,72
17066,3,L S Laxmi Avenue,Wakad,1350, May 2023,0,New,70
17067,2,ARV Royale,NIBM Annex Mohammadwadi,1040, May 2026,0,New,45
17068,2,Porwal Khushvista,NIBM Annex Mohammadwadi,1090, Dec 2024,0,New,45
17069,2,Aditya Shagun Nisarg Palms,Bavdhan,4250,Ready To Move,3,Resale,310
17070,2,Raj Heramba Regalia Residency,Bavdhan,1084,Ready To Move,9,Resale,72
17071,1,Karia Konark Nagar Phase 2,Viman Nagar,610, Dec 2025,0,New,53
17072,2,Runal Gateway Phase 1,Handewadi,900,Ready To Move,2,Resale,43.22
17073,2,Runal Gateway Phase 1,Ravet,1300, Dec 2025,0,New,80
17074,4,Reputed Builder Kudale Patil Paradise,Kothrud,3500, Nov 2026,0,New,340
17075,1,Goel Satellite,Bhegade Aali,646, Nov 2023,0,New,28.53
17076,2,Runal Gateway Phase III,Ravet,646, May 2023,0,New,78.56
17077,2,Rama Nakshatram,Chinchwad,900, Aug 2024,0,New,61
17078,2,Sukhwani Nysa,Ravet,1000, May 2024,0,New,53.95
17079,3,Runal Gateway Phase 1,Ravet,1487,Ready To Move,2,Resale,100
17080,3,Unique Youtopia Phase I,Kharadi,1120, Dec 2025,0,New,102
17081,2,Onyx Gagan Avencia,Kharadi,830,Ready To Move,1,Resale,90
17082,2,Rohan Viti,Wakad,786, Dec 2025,0,New,88.68
17083,3,Pride Purple Emerald Park,Wakad,4000,Ready To Move,21,Resale,450
17084,2,Horizon Highgroves,Mundhwa,1150, Aug 2025,0,New,100
17085,1,Solitaire Palms D,Moshi,483, May 2028,0,New,29
17086,2,Reputed Builder Indira Shankar Nagari,Kothrud,900,Ready To Move,25,Resale,125
17087,1,Siddhivinayak Aarambh,Wagholi,700,Ready To Move,7,Resale,22
17088,1,Reputed Builder Kumar Pragati,Hinjawadi Village,512, Nov 2024,0,New,21.41
17089,2,Ahura Ecopolitan Phase I,Punawale,1000, Nov 2025,0,New,68
17090,4,Satyam Satyam Shivam Phase 2,Pangoli,6000,Ready To Move,4,Resale,185
17091,3,Vilas Palladio Phase 2,Tathawade,1600,Ready To Move,1,Resale,87
17092,3,Devi Sacred Heart Town,Wanowrie,2500,Ready To Move,10,Resale,300
17093,4,Panchshil Satellite Towers,Mundhwa,2600,Ready To Move,13,Resale,275
17094,3,Arun Orchid Towers,Baner,1600, Dec 2026,0,New,150
17095,1,Shyama Fortune,Moshi,562, Dec 2027,0,New,28.25
17096,3,Rohan Mithila,Viman Nagar,1627,Ready To Move,6,Resale,120
17097,3,Shapoorji Pallonji Bavdhan,Bavdhan,1018, Dec 2023,0,New,85
17098,3,Kalpataru Crescendo,Wakad,954, Dec 2025,0,New,114
17099,3,Pride Purple Park Royale,Rahatani,1300, May 2025,0,New,130
17100,2,Godrej Green Cove,Mahalunge,1010, Sep 2024,0,New,78
17101,3,Pride Kingsbury Phase II,Lohegaon,754, May 2023,0,New,66.2
17102,3,Lotus Urban Homes,Charholi Budruk,1485, Dec 2025,0,New,73
17103,2,Dalecon Elite Abodeh,Moshi,1100,Ready To Move,2,Resale,34.99
17104,2,Ganesh Nakshatram,Dhayari Phata,1034, Nov 2023,0,New,49
17105,1,Duville Riverdale Heights,Kharadi,506, Feb 2026,0,New,58.78
17106,1,Anandtara Silicon Bay Phase I,Wadgaon Sheri,510,Ready To Move,3,Resale,47.12
17107,2,Magarpatta Iris,Hadapsar,1100,Ready To Move,15,Resale,90
17108,2,Ceratec Antara,Kondhwa,1030, May 2028,0,New,47
17109,3,Rahul Constructions Arcus,Baner,1249, Jan 2021,0,New,111
17110,2,Vision Eternity,Hinjewadi,799,Ready To Move,2,Resale,46.05
17111,3,Mantra Mirari,Mundhwa,1026, Jun 2025,0,New,124
17112,3,Vivanta Life Vedika Phase 1,Pimple Saudagar,750, May 2023,0,New,112
17113,2,Saheel Itrend Homes Phase III,Hinjewadi,439, Nov 2026,0,New,42.16
17114,1,Aakar Coral Park,Alandi,645, Nov 2022,0,New,32.17
17115,1,Gulab Nagar PS,Gulab Nagar Pune,611,Ready To Move,18,Resale,35
17116,2,Magarpatta Iris,Hadapsar,1100, May 2027,0,New,90
17117,2,Home Ashoka Mews,Kondhwa,1038, Nov 2026,0,New,56
17118,1,Arun Developers Aion,Ravet,650,Ready To Move,3,Resale,40
17119,2,Godrej Prana,Undri,748, Aug 2020,0,New,79.21
17120,3,Marvel Sangria,NIBM Annex Mohammadwadi,2700, Jun 2025,0,New,250
17121,1,SN Kinjal Pristine,Ravet,650, May 2024,0,New,34
17122,1,Amba Nagari,Vishrantwadi,500, Feb 2023,0,New,32
17123,2,Diamond Nexus Nexus Gulmohar,Alandi,524,Ready To Move,0,Resale,34.74
17124,2,Duville Riverdale Heights,Kharadi,768, May 2027,0,New,82.96
17125,1,Chirag Grande View 7 Phase 1 Building A To Phase 2 Building C,Old Sangvi,400,Ready To Move,6,Resale,18
17126,2,Puraniks Abitante Phase 1B,Bavdhan,574, Feb 2024,0,New,93.35
17127,2,Siddhivinayak Vision Exotica,Bhosari,1560, Dec 2025,0,New,69
17128,3,Reputed Builder Mahalaxmi Nagar,Bibwewadi,2550,Ready To Move,3,Resale,151
17129,2,K Raheja Gardens,Wanwadi,970, Dec 2028,0,New,90
17130,1,Mayuri Infinity,Undri,375,Ready To Move,2,Resale,20
17131,2,Vistacore Ambiience Antilia,Bavdhan,1150, Feb 2023,0,New,96
17132,2,Mahalaxmi Zen Estate,Kharadi,838, Feb 2025,0,New,90
17133,2,Shivkrupa Prestige,Dhayari Phata,880, Dec 2022,0,New,41.36
17134,1,MP Residency,Hinjewadi,611,Ready To Move,10,Resale,42.77
17135,2,Gini Bellina,Lohegaon,938,Ready To Move,8,Resale,51.85
17136,10,Purple Cloud 9,NIBM Annex Mohammadwadi,8500, Nov 2021,0,New,950
17137,3,Vilas Yashwin Enchante,Wagholi,639, Jun 2027,0,New,81.99
17138,2,Nyati Elan Central II,Wagholi,1130, Jul 2025,0,New,55.5
17139,2,Mind MSR Seasons,Chinchwad,551, Nov 2025,0,New,75.41
17140,1,Ceratec Avika,Kondhwa Budruk,633, May 2028,0,New,28.5
17141,2,Amit Colori,Undri,802, May 2023,0,New,48
17142,2,GK Roseland Residency,Pimple Saudagar,1060,Ready To Move,14,Resale,74
17143,2,Renaissance Treemount,Talegaon Dabhade,1048,Ready To Move,4,Resale,37
17144,2,Shree Sonigara Vivanta,Tathawade,931,Ready To Move,2,Resale,49.5
17145,1,Wazarkar Laxmi Villa,Tathawade,729,Ready To Move,3,Resale,32
17146,2,Kalpataru Harmony,Wakad,1040, Dec 2028,0,New,84
17147,3,Majestique Towers East,Kharadi,1519, Dec 2025,0,New,85.76
17148,2,Lohia Vallonia,Bavdhan,1200,Ready To Move,7,Resale,95.63
17149,2,Kohinoor Presidentia,Sopan Baug,808, Nov 2025,0,New,94
17150,3,Ravima Newton Homes,Tathawade,1121,Ready To Move,3,Resale,61.38
17151,3,Goel Ganga Altus Wing D And E,Wagholi,1500,Ready To Move,2,Resale,86
17152,3,Rama Costa Rica,Wakad,1352,Ready To Move,10,Resale,90.15
17153,2,Siddh Amara,Bavdhan,1075,Ready To Move,0,Resale,80
17154,1,K Raheja Gardens,Wanowrie,490,Ready To Move,13,Resale,45
17155,3,Eklavya Ekaika,Kharadi,1750, Mar 2023,0,New,125
17156,3,Goel Satellite,Wanowrie,2350,Ready To Move,11,Resale,260
17157,2,Jhamtani Ace Almighty,Tathawade,1100,Ready To Move,6,Resale,80
17158,1,Sankla Avani,NIBM Annex Mohammadwadi,561, Jun 2023,0,New,29.1
17159,2,Tulip Infinity Planet,Moshi,955, Nov 2024,0,New,46
17160,2,Rama Nakshatram,Chinchwad,900,Ready To Move,15,Resale,61
17161,2,Kesar Kesar Treetown,Moshi,985, Oct 2027,0,New,48.67
17162,2,Nyati Exuberance,Undri,701, Nov 2024,0,New,60
17163,2,Bramha Vantage High A,Bavdhan,1250, May 2025,0,New,108
17164,2,Choice Park Vista Phase 1,Lohegaon,932,Ready To Move,2,Resale,47.99
17165,2,Mahindra Happinest Tathawade Phase 2,Tathawade,572, May 2027,0,New,64
17166,3,Godrej Woodsville,Hinjewadi,1209, Nov 2026,0,New,91
17167,1,Tanish Srushti,Alandi,605, Nov 2023,0,New,25
17168,2,Gemini Grand Bay,Manjari,1050,Ready To Move,6,Resale,67.5
17169,2,Venus Shubh Gloriya,Manjari,1100,Ready To Move,2,Resale,47
17170,2,Goel Ganga Glitz,Undri,1165, Jul 2024,0,New,55.92
17171,3,Regency Cosmos,Baner,1600,Ready To Move,11,Resale,160
17172,2,Unique Legacy Majestic,Mundhwa,1011, Nov 2023,0,New,75
17173,2,Amarnath Amora Tower,Charholi Budruk,927, May 2024,0,New,43
17174,3,Majestique 27 Grand Residences Tower 2,Balewadi,1662, Dec 2027,0,New,140
17175,2,Kuber Antonia,Wakad,1131,Ready To Move,2,Resale,75
17176,2,BU Bhandari Vaastu Viva ABCD,Wakad,629, Nov 2023,0,New,44.55
17177,5,Panchshil The Address,Sangamvadi,4800,Ready To Move,9,Resale,400
17178,3,Shapoorji Pallonji Shapoorji Vanaha,Ravet,1183, Feb 2025,0,New,72.49
17179,3,Shivdan M J Opera,Wakad,1600, Sep 2025,0,New,93.21
17180,1,ARK Viman Jewel,Viman Nagar,641,Ready To Move,12,Resale,52
17181,3,Nyati Equinox I,Bavdhan,1450, Aug 2026,0,New,125
17182,3,Kolte Patil 24K Sereno,Narhe,1100,Ready To Move,3,Resale,76
17183,2,NG Vrundavan,Yerawada,598, Mar 2025,0,New,62.99
17184,2,Godrej Hillside 1,Mahalunge,680, Mar 2024,0,New,61.9
17185,2,Venkatesh Primo,Wagholi,900, Sep 2023,0,New,55
17186,2,Shiv Unity Park,Somwar Peth,832,Ready To Move,5,Resale,80
17187,1,Puraniks Abitante Phase 1A,Bavdhan,605,Ready To Move,1,Resale,46
17188,3,Gagan Micasaa,Erandwane,1597, Nov 2025,0,New,420
17189,2,Enerrgia Skyi Songbirds Iris,Bavdhan,1326, May 2028,0,New,71.6
17190,2,Reputed Builder Wakad Centre Co-Op Housing,Kesnand,1000, Jun 2025,0,New,16.49
17191,2,Nyati Elan West II,Kothrud,850,Ready To Move,2,Resale,95
17192,1,Anand Rise Alta,Tathawade,711,Ready To Move,2,Resale,45.38
17193,2,Nexus Kinaara B C,Chikhali,884, Aug 2024,0,New,38.51
17194,2,Sancheti Eves Garden Phase V,Mundhwa,496, Dec 2022,0,New,49.19
17195,2,Vishwakarma Vedant B,Undri,637, Nov 2020,0,New,53.79
17196,3,Akshay Residency A Building,Wakad,1400, Dec 2030,0,New,85
17197,2,Shapoorji Pallonji Shapoorji Vanaha,Bavdhan,1160, Dec 2025,0,New,75
17198,3,Bhandari 43 Privet Drive,Balewadi,1450, May 2024,0,New,210
17199,2,Manav Silver Skyscapes,Wakad,1220, Feb 2025,0,New,72
17200,3,Shree Sentosa Pride,Tathawade,1403,Ready To Move,3,Resale,72.85
17201,3,Pride Valencia,Baner,1400, Feb 2021,0,New,170
17202,2,Magarpatta Roystonea,Hadapsar,1180,Ready To Move,13,Resale,128
17203,3,Bhandari 43 Privet Drive,Balewadi,1697,Ready To Move,8,Resale,229
17204,3,Kumar Princetown Royal,Undri,1850, Nov 2024,0,New,136
17205,2,Sanghvi Shells,Baner,698,Ready To Move,5,Resale,68.4
17206,2,Goel Ganga Ganga Fernhill Phase I,Undri,760, Dec 2024,0,New,56.49
17207,2,Nahar F Residences,Bibwewadi,1141, Dec 2027,0,New,73
17208,3,Rohan Leher 2 Wing B C DE,Baner,1012,Ready To Move,5,Resale,136
17209,3,Yash Twin Tower,Baner,1762, May 2025,0,New,130
